id,date,detail,Rocket_Status,price,mission_status,wind_speed,humidity,temperature,organisation_id,location_id
0,2020-08-07,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky,StatusActive,50.0,Success,5.339230314462949,75.45362263533465,5.1002075999344,1,0
1,2020-08-06,Long March 2D | Gaofen-9 04 & Q-SAT,StatusActive,29.75,Success,8.359459088656228,51.01173733543087,5.4658631970946425,2,1
2,2020-08-04,Starship Prototype | 150 Meter Hop,StatusActive,,Success,11.747983710498918,56.75057918294109,20.548310870711205,1,2
3,2020-07-30,Proton-M/Briz-M | Ekspress-80 & Ekspress-103,StatusActive,65.0,Success,13.00408342663392,69.04976691962,-1.343191903203838,3,3
4,2020-07-30,Atlas V 541 | Perseverance,StatusActive,145.0,Success,5.587706885981365,60.58562934132311,18.02133627006786,4,4
5,2020-07-25,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",StatusActive,64.68,Success,13.060981072220658,67.44232647116793,14.083285321136048,2,5
6,2020-07-23,Soyuz 2.1a | Progress MS-15,StatusActive,48.5,Success,6.156654006740706,51.81341060568746,17.43290540327928,3,6
7,2020-07-23,Long March 5 | Tianwen-1,StatusActive,,Success,14.2137923575487,85.10308090205929,-2.6503044752057834,2,7
8,2020-07-20,Falcon 9 Block 5 | ANASIS-II,StatusActive,50.0,Success,2.1548981195772994,54.08075254210277,17.521777173392096,1,8
9,2020-07-19,H-IIA 202 | Hope Mars Mission,StatusActive,90.0,Success,13.116531040717035,53.60649310867165,8.548451167335541,5,9
10,2020-07-15,Minotaur IV | NROL-129,StatusActive,46.0,Success,9.20037373989666,42.6035318381414,15.614255840809532,6,10
11,2020-07-10,"Kuaizhou 11 | Jilin-1 02E, CentiSpace-1 S2",StatusActive,28.3,Failure,12.465035550197875,74.53720584127697,12.26694709246902,7,11
12,2020-07-09,Long March 3B/E | Apstar-6D,StatusActive,29.15,Success,6.830874943828186,63.72383358359308,20.229791544478793,2,12
13,2020-07-06,Shavit-2 | Ofek-16,StatusActive,,Success,8.547743426600935,50.12935929479874,23.376704960165423,8,13
14,2020-07-04,Long March 2D | Shiyan-6 02,StatusActive,29.75,Success,14.429551419968703,64.0804744975772,-2.980049112741919,2,1
15,2020-07-04,Electron/Curie | Pics Or It Didn??¦t Happen,StatusActive,7.5,Failure,11.652157657979032,55.70804052758647,3.344337091711841,9,14
16,2020-07-03,Long March 4B | Gaofen Duomo & BY-02,StatusActive,64.68,Success,13.057354708289257,61.680295949203646,0.6557087109783364,2,5
17,2020-06-30,Falcon 9 Block 5 | GPS III SV03,StatusActive,50.0,Success,5.87666516553526,76.39549219911397,5.253626764352306,1,8
18,2020-06-23,Long March 3B/E | Beidou-3 G3,StatusActive,29.15,Success,12.75263326565028,54.627657288805665,24.97745914570819,2,15
19,2020-06-17,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",StatusActive,29.75,Success,14.540236676426431,81.89848098186361,-3.041408313472685,2,1
